label,text,text_clean
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,but really quite funny lor wat... then u shd haf run shorter distance wat...
ham,Where is it. Is there any opening for mca.,where is it. is there any opening for mca.
ham,Yup song bro. No creative. Neva test quality. He said check review online.,yup song bro. no creative. neva test quality. he said check review online.
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,urgent! please call <PHONE> from landline. å£5000 cash or a luxury 4* canary islands holiday await collection. t&cs sae po box 177. m227xy. 150ppm. 16+
ham,The bus leaves at  &lt;#&gt; ,the bus leaves at &lt;#&gt;
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,not thought bout it... || drink in tap & spile at seven. || is that pub on gas st off broad st by canal. || ok?
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
ham,I will spoil you in bed as well :),i will spoil you in bed as well :)
ham,"Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(","come to me, slave. your doing it again ... going into your shell and unconsciously avoiding me ... you are making me unhappy :-("
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.","true. it is passable. and if you get a high score and apply for phd, you get 5years of salary. so it makes life easier."
ham,Ok thanx...,ok thanx...
ham,Asking do u knw them or nt? May be ur frnds or classmates?,asking do u knw them or nt? may be ur frnds or classmates?
ham,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng","sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. i cant come to meet u, but can send my care as msg to u. gud evng"
ham,Die... Now i have e toot fringe again...,die... now i have e toot fringe again...
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you,please call <PHONE> immediately as there is an urgent message waiting for you
ham,Need a coffee run tomo?Can't believe it's that time of week already,need a coffee run tomo?can't believe it's that time of week already
ham,Oooh I got plenty of those!,oooh i got plenty of those!
ham,Aight sorry I take ten years to shower. What's the plan?,aight sorry i take ten years to shower. what's the plan?
ham,Are you planning to come chennai?,are you planning to come chennai?
spam,"\URGENT! This is the 2nd attempt to contact U!U have WON å£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxå£7. 50\""""","\urgent! this is the 2nd attempt to contact u!u have won å£1000call <PHONE> b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. maxå£7. 50\"""""
ham,Then dun wear jeans lor...,then dun wear jeans lor...
ham,10 min later k...,10 min later k...
ham,Ok try to do week end course in coimbatore.,ok try to do week end course in coimbatore.
ham,Where @,where @
ham,Sorry da..today i wont come to play..i have driving clas..,sorry da..today i wont come to play..i have driving clas..
ham,I will be gentle princess! We will make sweet gentle love...,i will be gentle princess! we will make sweet gentle love...
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.","i.ll always be there, even if its just in spirit. i.ll get a bb soon. just trying to be sure i need it."
ham,Yes see ya not on the dot,yes see ya not on the dot
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,got it! it looks scrumptious... daddy wants to eat you all night long!
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap & spile at seven. * is that pub on gas st off broad st by canal. ok?
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple...$700 or $900 for 5 nights...excellent location wif breakfast hamper!!!
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel","the house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,aiyo cos i sms ì_ then ì_ neva reply so i wait 4 ì_ to reply lar. i tot ì_ havent finish ur lab wat.
ham,Ok i am on the way to home hi hi,ok i am on the way to home hi hi
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,how i noe... she's in da car now... later then c lar... i'm wearing shorts...
ham,If you're not in my car in an hour and a half I'm going apeshit,if you're not in my car in an hour and a half i'm going apeshit
ham,Haha... can... But i'm having dinner with my cousin...,haha... can... but i'm having dinner with my cousin...
ham,K..i deleted my contact that why?,k..i deleted my contact that why?
ham,Your brother is a genius,your brother is a genius
ham,Lmao ok I wont be needing u to do my hair anymore.,lmao ok i wont be needing u to do my hair anymore.
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola","sir, good morning. hope you had a good weekend. i called to let you know that i was able to raise &lt;#&gt; from my dad. he however said he would make the rest available by mid feb. this amount is still quite short and i was hoping you would help. do have a good day. abiola"
ham,Ok cool. See ya then.,ok cool. see ya then.
ham,Cps is causing the outages to conserve energy.,cps is causing the outages to conserve energy.
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,yeah just open chat and click friend lists. then make the list. easy as pie
ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),good sleep is about rhythm. the person has to establish a rhythm that the body will learn and use. if you want to know more :-)
ham,I didnt get anything da,i didnt get anything da
ham,U dun say so early hor... U c already then say...,u dun say so early hor... u c already then say...
spam,"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.","welcome to select, an o2 service with added benefits. you can now call our specially trained advisors free from your mobile by dialling 402."
ham,I got your back! Do you have any dislikes in bed?,i got your back! do you have any dislikes in bed?
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,dating:i have had two of these. only started after i sent a text to talk sport radio last week. any connection do you think or coincidence?
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ok i'm waliking ard now... do u wan me 2 buy anything go ur house?
ham,Thank you princess! I want to see your nice juicy booty...,thank you princess! i want to see your nice juicy booty...
ham,Sos! Any amount i can get pls.,sos! any amount i can get pls.
ham,ILL B DOWN SOON,ill b down soon
ham,Dear good morning how you feeling dear,dear good morning how you feeling dear
ham,No pic. Please re-send.,no pic. please re-send.
ham,Guessin you ain't gonna be here before 9?,guessin you ain't gonna be here before 9?
ham,:( but your not here....,:( but your not here....
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,i take it we didn't have the phone callon friday. can we assume we won't have it this year now?
ham,"Nothing much, chillin at home. Any super bowl plan?","nothing much, chillin at home. any super bowl plan?"
ham,How come u got nothing to do?,how come u got nothing to do?
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,the monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,please call our customer service representative on <PHONE> between 10am-9pm as you have won a guaranteed å£1000 cash or å£5000 prize!
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,lyricalladie(21/f) is inviting you to be her friend. reply yes-910 or no-910. see her: <URL> stop? send stop frnd to 62468
ham,I re-met alex nichols from middle school and it turns out he's dealing!,i re-met alex nichols from middle school and it turns out he's dealing!
ham,Yup i'm elaborating on the safety aspects and some other issues..,yup i'm elaborating on the safety aspects and some other issues..
ham,Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict her from eating anythin she likes for the next two days.
ham,"Sorry, was in the bathroom, sup","sorry, was in the bathroom, sup"
ham,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,there r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no
ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya","1.20 that call cost. which i guess isnt bad. miss ya, need ya, want ya, love ya"
ham,Also maaaan are you missing out,also maaaan are you missing out
ham,Wat r u doing now?,wat r u doing now?
ham,i cant talk to you now.i will call when i can.dont keep calling.,i cant talk to you now.i will call when i can.dont keep calling.
ham,Cos daddy arranging time c wat time fetch Ì_ mah...,cos daddy arranging time c wat time fetch ì_ mah...
ham,I have lost 10 kilos as of today!,i have lost 10 kilos as of today!
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..","tddnewsletter@emc1.co.uk (more games from thedailydraw) dear helen, dozens of free games - with great prizeswith.."
ham,Where u been hiding stranger?,where u been hiding stranger?
ham,Are you in castor? You need to see something,are you in castor? you need to see something
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ","whats that coming over the hill..... is it a monster! hope you have a great day. things r going fine here, busy though!"
ham,Ok enjoy . R u there in home.,ok enjoy . r u there in home.
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,my tuition is at 330. hm we go for the 1120 to 1205 one? do you mind?
spam,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call <PHONE> now or reply for delivery tomorrow
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank u. it better work out cause i will feel used otherwise
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you! cant guess who? call <PHONE> now all will be revealed. po box385 m6 6wu
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.,and is there a way you can send shade's stuff to her. and she has been wonderful too.
ham,Beerage?,beerage?
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI","perhaps * is much easy give your account identification, so i will tomorrow at uni"
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,email alertfrom: jeri stewartsize: 2kbsubject: low-cost prescripiton drvgsto listen to email call 123
ham,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash","nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
ham,I dunno until when... Lets go learn pilates...,i dunno until when... lets go learn pilates...
ham,"Dear, take care. I am just reaching home.love u a lot.","dear, take care. i am just reaching home.love u a lot."
ham,"Babe, I'm back ... Come back to me ...","babe, i'm back ... come back to me ..."
spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germany for only 1 pence per minute! call from a fixed line via access number <PHONE>. no prepayment. direct access! <URL>
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?,leave it wif me lar... ìï wan to carry meh so heavy... is da num 98321561 familiar to ì_?
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,i was up all night too worrying about this appt. it's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
ham,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! ,have you heard about that job? i'm going to that wildlife talk again tonight if u want2come. its that2worzels and a wizzle or whatever it is?!
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...","hello my boytoy ... geeee i miss you already and i just woke up. i wish you were here in bed with me, cuddling me. i love you ..."
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.","good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey... are you going to quit soon? xuhui and i working till end of the month
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic & bluetoothhdset free. nokia free. motorola free & doublemins & doubletxt on orange contract. call mobileupd8 on <PHONE> or call 2optout
ham,On the way to office da..,on the way to office da..
ham,Argh why the fuck is nobody in town ;_;,argh why the fuck is nobody in town ;_;
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921","this is the 2nd attempt to contract u, you have won this weeks top prize of either å£1000 cash or å£200 prize. just call <PHONE>"
ham,"Yeah I am, so I'll leave maybe 7ish?","yeah i am, so i'll leave maybe 7ish?"
ham,"Aight that'll work, thanks","aight that'll work, thanks"
ham,Hi dis is yijue i would be happy to work wif Ì_ all for gek1510...,hi dis is yijue i would be happy to work wif ì_ all for gek1510...
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""","a boy loved a gal. he propsd bt she didnt mind. he gv lv lttrs, bt her frnds threw thm. again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. wn it was about 2 hit d girl,d boy ran like hell n saved her. she asked 'hw cn u run so fast?' d boy replied \boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n thy lived happily 2gthr drinking boost evrydy moral of d story:- i hv free msgs:d;): gud ni8"""
spam,"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 ","you are being contacted by our dating service by someone you know! to find out who it is, call from your mobile or landline <PHONE> pobox75ldns7"
ham,Can not use foreign stamps in this country.,can not use foreign stamps in this country.
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,just forced myself to eat a slice. i'm really not hungry tho. this sucks. mark is getting worried. he knows i'm sick when i turn down pizza. lol
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!","dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*","oh ! a half hour is much longer in syria than canada, eh ? wow you must get so much more work done in a day than us with all that extra time ! *grins*"
ham,All sounds good. Fingers . Makes it difficult to type,all sounds good. fingers . makes it difficult to type
ham,Are you wet right now?,are you wet right now?
ham,Networking job is there.,networking job is there.
ham,So that means you still think of teju,so that means you still think of teju
ham,Try to do something dear. You read something for exams,try to do something dear. you read something for exams
ham,Lol u still feeling sick?,lol u still feeling sick?
ham,Package all your programs well,package all your programs well
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,boltblue tones for 150p reply poly# or mono# eg poly3 1. cha cha slide 2. yeah 3. slow jamz 6. toxic 8. come with me or stop 4 more tones txt more
ham,Gibbs unsold.mike hussey,gibbs unsold.mike hussey
ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?","ill call u 2mrw at ninish, with my address that icky american freek wont stop callin me 2 bad jen k eh?"
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop","free ringtone text first to 87131 for a poly or text get to 87131 for a true tone! help? <PHONE> after 1st free, tones are 3xå£150pw to eå£nd txt stop"
ham,what are your new years plans?,what are your new years plans?
spam,You have an important customer service announcement from PREMIER.,you have an important customer service announcement from premier.
ham,Hello! How's you and how did saturday go? I was just texting to see if you'd decided to do anything tomo. Not that i'm trying to invite myself or anything!,hello! how's you and how did saturday go? i was just texting to see if you'd decided to do anything tomo. not that i'm trying to invite myself or anything!
ham,You could have seen me..i did't recognise you Face.:),you could have seen me..i did't recognise you face.:)
ham,HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ,hiya stu wot u up 2.im in so much truble at home at moment evone hates me even u! wot the hell av i done now? y wont u just tell me text bck please luv dan
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,not heard from u4 a while. call me now am here all night with just my knickers on. make me beg for it like u did last time <PHONE> xx luv nikiyu4.net
ham,Thanks for loving me so. You rock,thanks for loving me so. you rock
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,watching tv lor... y she so funny we bluff her 4 wat. izzit because she thk it's impossible between us?
ham,Yup... How Ì_ noe leh...,yup... how ì_ noe leh...
ham,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.","ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it."
ham,I'm in inside office..still filling forms.don know when they leave me.,i'm in inside office..still filling forms.don know when they leave me.
spam,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c <URL> 1.50p
ham,Having lunch:)you are not in online?why?,having lunch:)you are not in online?why?
ham,Or Ì_ go buy wif him then i meet Ì_ later can?,or ì_ go buy wif him then i meet ì_ later can?
ham,Ok then i will come to ur home after half an hour,ok then i will come to ur home after half an hour
ham,Yo dude guess who just got arrested the other day,yo dude guess who just got arrested the other day
ham,No plm i will come da. On the way.,no plm i will come da. on the way.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.,wamma get laid?want real doggin locations sent direct to your mobile? join the uks largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp å£1.50/msg.
ham,Me n him so funny...,me n him so funny...
ham,Gam gone after outstanding innings.,gam gone after outstanding innings.
ham,\YEH I AM DEF UP4 SOMETHING SAT,\yeh i am def up4 something sat
ham,How much i gave to you. Morning.,how much i gave to you. morning.
ham,Happy New Year Princess!,happy new year princess!
ham,K... Must book a not huh? so going for yoga basic on sunday?,k... must book a not huh? so going for yoga basic on sunday?
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack","haha, my friend tyler literally just asked if you could get him a dubsack"
ham,O. Guess they both got screwd,o. guess they both got screwd
ham,I'm done...,i'm done...
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols","neither [in sterm voice] - i'm studying. all fine with me! not sure the thing will be resolved, tho. anyway. have a fab hols"
ham,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,ok. every night take a warm bath drink a cup of milk and you'll see a work of magic. you still need to loose weight. just so that you know
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,got but got 2 colours lor. one colour is quite light n e other is darker lor. actually i'm done she's styling my hair now.
ham,A bloo bloo bloo I'll miss the first bowl,a bloo bloo bloo i'll miss the first bowl
ham,Bugis oso near wat... ,bugis oso near wat...
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,i also thk too fast... xy suggest one not me. u dun wan it's ok. going 2 rain leh where got gd.
ham,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D","yalru lyfu astne chikku.. bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-d"
ham,"Yes but i dont care! I need you bad, princess!","yes but i dont care! i need you bad, princess!"
ham,I am in tirupur.  call you da.,i am in tirupur. call you da.
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe","hey babe, sorry i didn't get sooner. gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a ptbo and he says it will cost &lt;#&gt; bucks. i don't know if it might be cheaper to find someone there ? we don't have any second hand machines at all right now, let me know what you want to do babe"
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones","i sent my scores to sophas and i had to do secondary application for a few schools. i think if you are thinking of applying, do a research on cost also. contact joke ogunrinde, her school is one me the less expensive ones"
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.","goodmorning, today i am late for 2hrs. because of back pain."
spam,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.,win a å£200 shopping spree every week starting now. 2 play text store to 88039. skilgme. tscs08714740323 1winawk! age16 å£1.50perweeksub.
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!","princess, i like to make love &lt;#&gt; times per night. hope thats not a problem!"
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call me its urgnt. i don't know whats your problem. you don't want to work or if you have any other problem at least tell me. wating for your reply.
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,so is there anything specific i should be doing with regards to jaklin or what because idk what the fuck
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe !!!! i love you !!!! *covers your face in kisses*
ham,Are you willing to go for aptitude class.,are you willing to go for aptitude class.
ham,Yes:)here tv is always available in work place..,yes:)here tv is always available in work place..
ham,I dont want to hear philosophy. Just say what happen,i dont want to hear philosophy. just say what happen
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that","sweet, we may or may not go to 4u to meet carlos so gauge patty's interest in that"
ham,"Aight, tomorrow around  &lt;#&gt;  it is","aight, tomorrow around &lt;#&gt; it is"
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty","sorry, i can't text &amp; drive coherently, see you in twenty"
ham,Prepare to be pleasured :),prepare to be pleasured :)
ham,U can call me now...,u can call me now...
ham,Hey! There's veggie pizza... :/,hey! there's veggie pizza... :/
ham,Ya had just now.onion roast.,ya had just now.onion roast.
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do,the fact that you're cleaning shows you know why i'm upset. your priority is constantly \what i want to do
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,was just about to ask. will keep this one. maybe that's why you didn't get all the messages we sent you on glo
ham,"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx","thanx 4 the time weåõve spent 2geva, its bin mint! ur my baby and all i want is u!xxxx"
ham,Booked ticket for pongal?,booked ticket for pongal?
ham,Im done. Just studyn in library,im done. just studyn in library
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!,when the first strike is a red one. the bird + antelope begin toplay in the fieldof selfindependence believe this + the flower of contention will grow.random!
ham,Or I guess  &lt;#&gt;  min,or i guess &lt;#&gt; min
ham,I am going to film 2day da. At 6pm. Sorry da.,i am going to film 2day da. at 6pm. sorry da.
ham,Dude avatar 3d was imp. At one point i thought there were actually flies in the room and almost tried hittng one as a reflex,dude avatar 3d was imp. at one point i thought there were actually flies in the room and almost tried hittng one as a reflex
ham,I'll probably be around mu a lot,i'll probably be around mu a lot
ham,Ok how you dear. Did you call chechi,ok how you dear. did you call chechi
ham,Hui xin is in da lib.,hui xin is in da lib.
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner! as a valued network customer you hvae been selected to receive a å£900 reward! to collect call <PHONE>. valid 24 hours only. acl03530150pm
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,love it! daddy will make you scream with pleasure! i am going to slap your ass with my dick!
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop","i know you are thinkin malaria. but relax, children cant handle malaria. she would have been worse and its gastroenteritis. if she takes enough to replace her loss her temp will reduce. and if you give her malaria meds now she will just vomit. its a self limiting illness she has which means in a few days it will completely stop"
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... ","mon okie lor... haha, best is cheap n gd food la, ex oso okie... depends on whether wana eat western or chinese food... den which u prefer..."
ham,I can ask around but there's not a lot in terms of mids up here,i can ask around but there's not a lot in terms of mids up here
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,hey! congrats 2u2. id luv 2 but ive had 2 go home!
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,"
ham,Was it something u ate?,was it something u ate?
ham,S:)but he had some luck.2 catches put down:),s:)but he had some luck.2 catches put down:)
ham,Mm feeling sleepy. today itself i shall get that dear,mm feeling sleepy. today itself i shall get that dear
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,private! your 2003 account statement for shows 800 un-redeemed s.i.m. points. call <PHONE> identifier code: 49557 expires 26/11/04
ham,Call me when u finish then i come n pick u.,call me when u finish then i come n pick u.
ham,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.","erm... woodland avenue somewhere. do you get the parish magazine, his telephone number will be in there."
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,let me know how it changes in the next 6hrs. it can even be appendix but you are out of that age range. however its not impossible. so just chill and let me know in 6hrs
ham,"Aight, lemme know what's up","aight, lemme know what's up"
ham,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,can i meet ì_ at 5.. as 4 where depends on where ì_ wan 2 in lor..
ham,No b4 Thursday,no b4 thursday
ham,Are there TA jobs available? Let me know please cos i really need to start working,are there ta jobs available? let me know please cos i really need to start working
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,e admin building there? i might b slightly earlier... i'll call u when i'm reaching...
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,reminder: you have not downloaded the content you have already paid for. goto <URL> mymoby. tv/ to collect your content.
ham,Hey tmr meet at bugis 930 ?,hey tmr meet at bugis 930 ?
ham,Once free call me sir.,once free call me sir.
ham,But i juz remembered i gotta bathe my dog today..,but i juz remembered i gotta bathe my dog today..
ham,I doubt you could handle 5 times per night in any case...,i doubt you could handle 5 times per night in any case...
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,message:some text missing* sender:name missing* *number missing *sent:date missing *missing u a lot thats y everything is missing sent via fullonsms.com
